,6,,,4,,,5,,,1,,,8
+,3,,+,10,,+,5,,+,10,,+,3
,9,,,14,,,10,,,11,,,11

,8,,,8,,,5,,,3,,,7
+,3,,+,9,,+,9,,+,3,,+,10
,11,,,17,,,14,,,6,,,17

,4,,,6,,,10,,,8,,,5
+,5,,+,3,,+,8,,+,4,,+,7
,9,,,9,,,18,,,12,,,12

,3,,,8,,,2,,,5,,,1
+,6,,+,10,,+,1,,+,7,,+,4
,9,,,18,,,3,,,12,,,5

,5,,,9,,,10,,,8,,,2
+,1,,+,9,,+,6,,+,4,,+,10
,6,,,18,,,16,,,12,,,12

,6,,,9,,,7,,,7,,,10,,,4,,,3,,,5,,,8,,,8
+,8,,+,1,,+,4,,+,2,,+,7,,+,8,,+,7,,+,6,,+,10,,+,2
,14,,,10,,,11,,,9,,,17,,,12,,,10,,,11,,,18,,,10

,7,,,6,,,2,,,8,,,3,,,2,,,3,,,10,,,4,,,4
+,9,,+,7,,+,1,,+,4,,+,5,,+,5,,+,1,,+,4,,+,10,,+,1
,16,,,13,,,3,,,12,,,8,,,7,,,4,,,14,,,14,,,5

,4,,,10,,,4,,,1,,,3,,,1,,,7,,,2,,,7,,,10
+,7,,+,9,,+,7,,+,7,,+,9,,+,2,,+,4,,+,1,,+,7,,+,8
,11,,,19,,,11,,,8,,,12,,,3,,,11,,,3,,,14,,,18

,1,,,9,,,1,,,8,,,1,,,3,,,9,,,2,,,6,,,8
+,10,,+,8,,+,6,,+,4,,+,9,,+,10,,+,6,,+,1,,+,2,,+,4
,11,,,17,,,7,,,12,,,10,,,13,,,15,,,3,,,8,,,12

,8,,,6,,,6,,,9,,,3,,,5,,,4,,,9,,,2,,,2
+,9,,+,2,,+,1,,+,5,,+,1,,+,6,,+,8,,+,10,,+,3,,+,2
,17,,,8,,,7,,,14,,,4,,,11,,,12,,,19,,,5,,,4

,9,,,8,,,9,,,4,,,1,,,6,,,5,,,10,,,6,,,3
+,2,,+,8,,+,7,,+,8,,+,3,,+,7,,+,6,,+,8,,+,6,,+,3
,11,,,16,,,16,,,12,,,4,,,13,,,11,,,18,,,12,,,6

,5,,,1,,,2,,,10,,,2,,,5,,,8,,,3,,,9,,,4
+,6,,+,10,,+,5,,+,6,,+,9,,+,8,,+,4,,+,9,,+,5,,+,4
,11,,,11,,,7,,,16,,,11,,,13,,,12,,,12,,,14,,,8

