,7,,,5,,,7,,,4,,,9
+,5,,+,6,,+,6,,+,4,,+,6
,12,,,11,,,13,,,8,,,15

,9,,,2,,,7,,,6,,,6
+,6,,+,4,,+,5,,+,4,,+,4
,15,,,6,,,12,,,10,,,10

,3,,,7,,,4,,,1,,,10
+,4,,+,6,,+,6,,+,5,,+,5
,7,,,13,,,10,,,6,,,15

,3,,,10,,,6,,,9,,,10
+,5,,+,5,,+,6,,+,6,,+,5
,8,,,15,,,12,,,15,,,15

,2,,,10,,,9,,,9,,,4
+,6,,+,5,,+,6,,+,5,,+,6
,8,,,15,,,15,,,14,,,10

,10,,,8,,,6,,,10,,,5,,,2,,,4,,,4,,,3,,,4
+,6,,+,5,,+,6,,+,6,,+,5,,+,6,,+,6,,+,6,,+,5,,+,4
,16,,,13,,,12,,,16,,,10,,,8,,,10,,,10,,,8,,,8

,2,,,2,,,6,,,7,,,5,,,4,,,5,,,10,,,7,,,7
+,4,,+,4,,+,4,,+,4,,+,6,,+,4,,+,6,,+,4,,+,6,,+,5
,6,,,6,,,10,,,11,,,11,,,8,,,11,,,14,,,13,,,12

,9,,,8,,,5,,,7,,,2,,,2,,,2,,,10,,,8,,,1
+,4,,+,4,,+,5,,+,4,,+,4,,+,6,,+,6,,+,4,,+,5,,+,6
,13,,,12,,,10,,,11,,,6,,,8,,,8,,,14,,,13,,,7

,2,,,7,,,3,,,10,,,3,,,4,,,3,,,1,,,6,,,8
+,5,,+,6,,+,5,,+,5,,+,6,,+,4,,+,5,,+,5,,+,4,,+,5
,7,,,13,,,8,,,15,,,9,,,8,,,8,,,6,,,10,,,13

,2,,,2,,,6,,,6,,,2,,,4,,,1,,,5,,,8,,,1
+,4,,+,4,,+,6,,+,5,,+,5,,+,5,,+,6,,+,4,,+,6,,+,5
,6,,,6,,,12,,,11,,,7,,,9,,,7,,,9,,,14,,,6

,3,,,9,,,8,,,5,,,9,,,7,,,2,,,3,,,7,,,2
+,5,,+,5,,+,4,,+,6,,+,4,,+,6,,+,6,,+,6,,+,6,,+,6
,8,,,14,,,12,,,11,,,13,,,13,,,8,,,9,,,13,,,8

,10,,,9,,,10,,,5,,,9,,,2,,,5,,,6,,,3,,,1
+,5,,+,5,,+,6,,+,5,,+,4,,+,5,,+,4,,+,5,,+,5,,+,5
,15,,,14,,,16,,,10,,,13,,,7,,,9,,,11,,,8,,,6

