,5,,,2,,,5,,,1,,,4
+,6,,+,6,,+,6,,+,6,,+,6
,11,,,8,,,11,,,7,,,10

,9,,,6,,,2,,,10,,,9
+,6,,+,6,,+,6,,+,6,,+,6
,15,,,12,,,8,,,16,,,15

,7,,,1,,,7,,,9,,,3
+,6,,+,6,,+,6,,+,6,,+,6
,13,,,7,,,13,,,15,,,9

,10,,,5,,,6,,,5,,,10
+,6,,+,6,,+,6,,+,6,,+,6
,16,,,11,,,12,,,11,,,16

,8,,,6,,,10,,,2,,,3
+,6,,+,6,,+,6,,+,6,,+,6
,14,,,12,,,16,,,8,,,9

,2,,,6,,,3,,,5,,,1,,,10,,,10,,,7,,,6,,,6
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,8,,,12,,,9,,,11,,,7,,,16,,,16,,,13,,,12,,,12

,8,,,5,,,10,,,6,,,9,,,5,,,9,,,6,,,9,,,9
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,14,,,11,,,16,,,12,,,15,,,11,,,15,,,12,,,15,,,15

,4,,,1,,,3,,,7,,,9,,,4,,,3,,,2,,,10,,,3
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,10,,,7,,,9,,,13,,,15,,,10,,,9,,,8,,,16,,,9

,3,,,1,,,10,,,10,,,7,,,9,,,3,,,4,,,1,,,9
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,9,,,7,,,16,,,16,,,13,,,15,,,9,,,10,,,7,,,15

,2,,,8,,,4,,,1,,,10,,,5,,,6,,,6,,,8,,,1
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,8,,,14,,,10,,,7,,,16,,,11,,,12,,,12,,,14,,,7

,10,,,3,,,2,,,7,,,2,,,1,,,4,,,7,,,7,,,7
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,16,,,9,,,8,,,13,,,8,,,7,,,10,,,13,,,13,,,13

,4,,,2,,,7,,,1,,,2,,,10,,,6,,,3,,,9,,,3
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,10,,,8,,,13,,,7,,,8,,,16,,,12,,,9,,,15,,,9

