,10,,,8,,,5,,,10,,,4
+,1,,+,1,,+,1,,+,1,,+,1


,10,,,10,,,6,,,6,,,5
+,1,,+,1,,+,1,,+,1,,+,1


,6,,,8,,,3,,,10,,,10
+,1,,+,1,,+,1,,+,1,,+,1


,3,,,10,,,9,,,1,,,1
+,1,,+,1,,+,1,,+,1,,+,1


,10,,,1,,,4,,,4,,,2
+,1,,+,1,,+,1,,+,1,,+,1


,10,,,1,,,4,,,7,,,9,,,4,,,7,,,9,,,8,,,1
+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1


,3,,,10,,,6,,,1,,,4,,,6,,,10,,,10,,,1,,,6
+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1


,8,,,1,,,4,,,3,,,8,,,1,,,4,,,1,,,9,,,4
+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1


,6,,,6,,,8,,,3,,,7,,,4,,,6,,,5,,,1,,,7
+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1


,7,,,4,,,3,,,3,,,6,,,10,,,9,,,7,,,4,,,8
+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1


,3,,,6,,,10,,,3,,,9,,,6,,,1,,,8,,,2,,,8
+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1


,7,,,9,,,6,,,3,,,10,,,8,,,5,,,3,,,8,,,2
+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1,,+,1


