,6,,,2,,,2,,,2,,,8
+,8,,+,8,,+,8,,+,8,,+,8


,3,,,9,,,6,,,4,,,7
+,8,,+,8,,+,8,,+,8,,+,8


,8,,,4,,,5,,,7,,,4
+,8,,+,8,,+,8,,+,8,,+,8


,6,,,9,,,6,,,5,,,8
+,8,,+,8,,+,8,,+,8,,+,8


,8,,,4,,,5,,,5,,,1
+,8,,+,8,,+,8,,+,8,,+,8


,5,,,8,,,6,,,8,,,7,,,6,,,8,,,4,,,5,,,7
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8


,1,,,5,,,8,,,3,,,7,,,9,,,7,,,9,,,4,,,3
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8


,2,,,5,,,1,,,1,,,1,,,3,,,3,,,8,,,9,,,5
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8


,5,,,3,,,1,,,5,,,7,,,6,,,5,,,2,,,3,,,4
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8


,1,,,3,,,9,,,9,,,4,,,9,,,4,,,9,,,7,,,8
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8


,5,,,2,,,3,,,8,,,2,,,2,,,9,,,9,,,1,,,8
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8


,3,,,9,,,4,,,1,,,6,,,2,,,1,,,2,,,7,,,8
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8


