,2,,,6,,,7,,,1,,,3
+,7,,+,7,,+,7,,+,7,,+,7


,4,,,1,,,7,,,1,,,9
+,7,,+,7,,+,7,,+,7,,+,7


,5,,,9,,,7,,,1,,,5
+,7,,+,7,,+,7,,+,7,,+,7


,7,,,7,,,8,,,2,,,9
+,7,,+,7,,+,7,,+,7,,+,7


,1,,,1,,,5,,,4,,,2
+,7,,+,7,,+,7,,+,7,,+,7


,4,,,7,,,1,,,1,,,6,,,3,,,2,,,4,,,1,,,4
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


,5,,,8,,,9,,,3,,,8,,,9,,,6,,,8,,,3,,,9
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


,1,,,9,,,4,,,2,,,5,,,5,,,5,,,5,,,9,,,2
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


,9,,,8,,,9,,,8,,,8,,,5,,,1,,,9,,,2,,,4
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


,5,,,1,,,9,,,1,,,1,,,6,,,1,,,8,,,7,,,4
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


,2,,,7,,,9,,,2,,,1,,,8,,,1,,,2,,,3,,,6
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


,1,,,6,,,1,,,1,,,6,,,2,,,9,,,4,,,3,,,4
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


