,5,,,7,,,1,,,9,,,6
+,7,,+,7,,+,7,,+,7,,+,7


,9,,,8,,,9,,,5,,,1
+,7,,+,7,,+,7,,+,7,,+,7


,9,,,4,,,2,,,7,,,7
+,7,,+,7,,+,7,,+,7,,+,7


,5,,,2,,,9,,,7,,,6
+,7,,+,7,,+,7,,+,7,,+,7


,2,,,10,,,7,,,2,,,5
+,7,,+,7,,+,7,,+,7,,+,7


,4,,,5,,,3,,,9,,,4,,,2,,,3,,,10,,,5,,,1
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


,3,,,5,,,5,,,9,,,1,,,9,,,2,,,8,,,7,,,3
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


,8,,,3,,,2,,,4,,,6,,,5,,,7,,,1,,,7,,,9
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


,4,,,3,,,7,,,4,,,9,,,5,,,6,,,3,,,5,,,1
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


,9,,,9,,,8,,,3,,,8,,,4,,,4,,,10,,,5,,,1
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


,9,,,8,,,3,,,7,,,2,,,2,,,8,,,7,,,5,,,2
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


,9,,,1,,,5,,,7,,,6,,,1,,,3,,,9,,,3,,,10
+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7,,+,7


