,9,,,7,,,5,,,4,,,10
-,1,,-,1,,-,1,,-,1,,-,1
,8,,,6,,,4,,,3,,,9

,2,,,3,,,3,,,8,,,6
-,1,,-,1,,-,1,,-,1,,-,1
,1,,,2,,,2,,,7,,,5

,2,,,3,,,2,,,9,,,9
-,1,,-,1,,-,1,,-,1,,-,1
,1,,,2,,,1,,,8,,,8

,9,,,10,,,6,,,9,,,9
-,1,,-,1,,-,1,,-,1,,-,1
,8,,,9,,,5,,,8,,,8

,2,,,4,,,10,,,2,,,6
-,1,,-,1,,-,1,,-,1,,-,1
,1,,,3,,,9,,,1,,,5

,10,,,10,,,10,,,5,,,10,,,5,,,9,,,8,,,2,,,2
-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1
,9,,,9,,,9,,,4,,,9,,,4,,,8,,,7,,,1,,,1

,3,,,6,,,9,,,6,,,3,,,5,,,8,,,5,,,2,,,8
-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1
,2,,,5,,,8,,,5,,,2,,,4,,,7,,,4,,,1,,,7

,5,,,5,,,4,,,9,,,6,,,2,,,10,,,5,,,8,,,10
-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1
,4,,,4,,,3,,,8,,,5,,,1,,,9,,,4,,,7,,,9

,10,,,4,,,5,,,7,,,3,,,9,,,6,,,9,,,5,,,8
-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1
,9,,,3,,,4,,,6,,,2,,,8,,,5,,,8,,,4,,,7

,6,,,7,,,4,,,8,,,3,,,7,,,10,,,3,,,5,,,9
-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1
,5,,,6,,,3,,,7,,,2,,,6,,,9,,,2,,,4,,,8

,7,,,2,,,4,,,3,,,5,,,3,,,7,,,3,,,6,,,6
-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1
,6,,,1,,,3,,,2,,,4,,,2,,,6,,,2,,,5,,,5

,3,,,5,,,6,,,6,,,4,,,6,,,8,,,7,,,8,,,8
-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1,,-,1
,2,,,4,,,5,,,5,,,3,,,5,,,7,,,6,,,7,,,7

