,3,,,2,,,2,,,8,,,1
+,7,,+,7,,+,7,,+,9,,+,7
,10,,,9,,,9,,,17,,,8

,6,,,8,,,5,,,7,,,3
+,9,,+,7,,+,8,,+,9,,+,7
,15,,,15,,,13,,,16,,,10

,7,,,9,,,1,,,2,,,10
+,9,,+,9,,+,8,,+,8,,+,9
,16,,,18,,,9,,,10,,,19

,5,,,8,,,2,,,4,,,9
+,9,,+,8,,+,8,,+,9,,+,7
,14,,,16,,,10,,,13,,,16

,6,,,2,,,6,,,9,,,5
+,7,,+,7,,+,8,,+,7,,+,8
,13,,,9,,,14,,,16,,,13

,3,,,7,,,8,,,3,,,8,,,6,,,9,,,5,,,1,,,9
+,8,,+,8,,+,9,,+,7,,+,9,,+,9,,+,9,,+,7,,+,8,,+,7
,11,,,15,,,17,,,10,,,17,,,15,,,18,,,12,,,9,,,16

,3,,,1,,,7,,,8,,,2,,,7,,,3,,,5,,,10,,,10
+,9,,+,7,,+,7,,+,8,,+,9,,+,8,,+,9,,+,8,,+,9,,+,7
,12,,,8,,,14,,,16,,,11,,,15,,,12,,,13,,,19,,,17

,3,,,3,,,3,,,8,,,8,,,3,,,4,,,8,,,4,,,5
+,9,,+,9,,+,9,,+,9,,+,8,,+,7,,+,7,,+,8,,+,8,,+,7
,12,,,12,,,12,,,17,,,16,,,10,,,11,,,16,,,12,,,12

,7,,,1,,,8,,,7,,,4,,,4,,,10,,,2,,,1,,,3
+,9,,+,7,,+,8,,+,8,,+,7,,+,8,,+,8,,+,8,,+,9,,+,7
,16,,,8,,,16,,,15,,,11,,,12,,,18,,,10,,,10,,,10

,9,,,7,,,5,,,8,,,3,,,10,,,7,,,7,,,2,,,8
+,7,,+,8,,+,9,,+,7,,+,7,,+,7,,+,9,,+,7,,+,7,,+,9
,16,,,15,,,14,,,15,,,10,,,17,,,16,,,14,,,9,,,17

,8,,,6,,,8,,,10,,,9,,,10,,,4,,,3,,,9,,,5
+,7,,+,9,,+,9,,+,8,,+,7,,+,7,,+,9,,+,7,,+,9,,+,9
,15,,,15,,,17,,,18,,,16,,,17,,,13,,,10,,,18,,,14

,10,,,3,,,6,,,3,,,9,,,8,,,4,,,6,,,9,,,4
+,8,,+,8,,+,7,,+,9,,+,9,,+,7,,+,9,,+,7,,+,8,,+,8
,18,,,11,,,13,,,12,,,18,,,15,,,13,,,13,,,17,,,12

