,9,,,5,,,7,,,1,,,1
+,5,,+,5,,+,5,,+,5,,+,5
,14,,,10,,,12,,,6,,,6

,3,,,9,,,6,,,3,,,1
+,5,,+,5,,+,5,,+,5,,+,5
,8,,,14,,,11,,,8,,,6

,1,,,6,,,6,,,10,,,4
+,5,,+,5,,+,5,,+,5,,+,5
,6,,,11,,,11,,,15,,,9

,4,,,4,,,6,,,8,,,9
+,5,,+,5,,+,5,,+,5,,+,5
,9,,,9,,,11,,,13,,,14

,10,,,2,,,6,,,5,,,7
+,5,,+,5,,+,5,,+,5,,+,5
,15,,,7,,,11,,,10,,,12

,9,,,3,,,7,,,4,,,5,,,5,,,9,,,3,,,2,,,9
+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5
,14,,,8,,,12,,,9,,,10,,,10,,,14,,,8,,,7,,,14

,6,,,2,,,3,,,2,,,10,,,6,,,9,,,10,,,10,,,2
+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5
,11,,,7,,,8,,,7,,,15,,,11,,,14,,,15,,,15,,,7

,3,,,9,,,5,,,3,,,7,,,8,,,5,,,2,,,10,,,3
+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5
,8,,,14,,,10,,,8,,,12,,,13,,,10,,,7,,,15,,,8

,1,,,2,,,8,,,7,,,3,,,7,,,6,,,9,,,8,,,3
+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5
,6,,,7,,,13,,,12,,,8,,,12,,,11,,,14,,,13,,,8

,2,,,10,,,9,,,2,,,4,,,8,,,9,,,3,,,10,,,10
+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5
,7,,,15,,,14,,,7,,,9,,,13,,,14,,,8,,,15,,,15

,5,,,4,,,2,,,6,,,2,,,5,,,2,,,7,,,10,,,2
+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5
,10,,,9,,,7,,,11,,,7,,,10,,,7,,,12,,,15,,,7

,4,,,10,,,1,,,3,,,8,,,1,,,6,,,1,,,1,,,5
+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5,,+,5
,9,,,15,,,6,,,8,,,13,,,6,,,11,,,6,,,6,,,10

