,10,,,9,,,10,,,5,,,9
-,4,,-,4,,-,4,,-,4,,-,4
,6,,,5,,,6,,,1,,,5

,7,,,8,,,6,,,6,,,8
-,4,,-,4,,-,4,,-,4,,-,4
,3,,,4,,,2,,,2,,,4

,10,,,6,,,6,,,10,,,6
-,4,,-,4,,-,4,,-,4,,-,4
,6,,,2,,,2,,,6,,,2

,8,,,6,,,8,,,9,,,10
-,4,,-,4,,-,4,,-,4,,-,4
,4,,,2,,,4,,,5,,,6

,8,,,9,,,6,,,6,,,5
-,4,,-,4,,-,4,,-,4,,-,4
,4,,,5,,,2,,,2,,,1

,6,,,8,,,9,,,10,,,5,,,9,,,6,,,8,,,5,,,5
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,2,,,4,,,5,,,6,,,1,,,5,,,2,,,4,,,1,,,1

,6,,,10,,,8,,,9,,,10,,,10,,,6,,,8,,,10,,,6
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,2,,,6,,,4,,,5,,,6,,,6,,,2,,,4,,,6,,,2

,6,,,8,,,9,,,10,,,10,,,9,,,5,,,5,,,9,,,9
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,2,,,4,,,5,,,6,,,6,,,5,,,1,,,1,,,5,,,5

,7,,,5,,,8,,,8,,,8,,,10,,,6,,,8,,,7,,,6
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,3,,,1,,,4,,,4,,,4,,,6,,,2,,,4,,,3,,,2

,8,,,8,,,9,,,7,,,8,,,5,,,5,,,6,,,9,,,10
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,4,,,4,,,5,,,3,,,4,,,1,,,1,,,2,,,5,,,6

,5,,,8,,,5,,,9,,,9,,,7,,,9,,,5,,,6,,,7
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,1,,,4,,,1,,,5,,,5,,,3,,,5,,,1,,,2,,,3

,9,,,10,,,9,,,7,,,7,,,9,,,6,,,10,,,8,,,8
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,5,,,6,,,5,,,3,,,3,,,5,,,2,,,6,,,4,,,4

