,8,,,9,,,5,,,8,,,7
+,6,,+,6,,+,6,,+,6,,+,6
,14,,,15,,,11,,,14,,,13

,7,,,4,,,3,,,9,,,6
+,6,,+,6,,+,6,,+,6,,+,6
,13,,,10,,,9,,,15,,,12

,10,,,2,,,7,,,9,,,8
+,6,,+,6,,+,6,,+,6,,+,6
,16,,,8,,,13,,,15,,,14

,5,,,2,,,8,,,6,,,2
+,6,,+,6,,+,6,,+,6,,+,6
,11,,,8,,,14,,,12,,,8

,4,,,6,,,3,,,10,,,1
+,6,,+,6,,+,6,,+,6,,+,6
,10,,,12,,,9,,,16,,,7

,9,,,9,,,7,,,10,,,10,,,9,,,6,,,9,,,1,,,1
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,15,,,15,,,13,,,16,,,16,,,15,,,12,,,15,,,7,,,7

,2,,,8,,,3,,,5,,,4,,,10,,,2,,,5,,,9,,,7
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,8,,,14,,,9,,,11,,,10,,,16,,,8,,,11,,,15,,,13

,3,,,6,,,9,,,3,,,2,,,7,,,5,,,9,,,8,,,9
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,9,,,12,,,15,,,9,,,8,,,13,,,11,,,15,,,14,,,15

,4,,,9,,,1,,,10,,,2,,,6,,,8,,,2,,,8,,,8
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,10,,,15,,,7,,,16,,,8,,,12,,,14,,,8,,,14,,,14

,1,,,8,,,5,,,7,,,9,,,3,,,8,,,1,,,2,,,8
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,7,,,14,,,11,,,13,,,15,,,9,,,14,,,7,,,8,,,14

,6,,,5,,,10,,,5,,,8,,,10,,,9,,,2,,,10,,,5
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,12,,,11,,,16,,,11,,,14,,,16,,,15,,,8,,,16,,,11

,6,,,2,,,3,,,6,,,4,,,2,,,8,,,3,,,5,,,6
+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6,,+,6
,12,,,8,,,9,,,12,,,10,,,8,,,14,,,9,,,11,,,12

