,12,,,14,,,12,,,18,,,17
-,8,,-,3,,-,5,,-,5,,-,1
,4,,,11,,,7,,,13,,,16

,9,,,14,,,10,,,8,,,12
-,3,,-,4,,-,6,,-,4,,-,1
,6,,,10,,,4,,,4,,,11

,12,,,6,,,3,,,18,,,14
-,4,,-,4,,-,1,,-,7,,-,4
,8,,,2,,,2,,,11,,,10

,18,,,9,,,13,,,12,,,6
-,9,,-,1,,-,4,,-,6,,-,3
,9,,,8,,,9,,,6,,,3

,4,,,13,,,17,,,12,,,8
-,1,,-,1,,-,9,,-,2,,-,2
,3,,,12,,,8,,,10,,,6

,11,,,17,,,10,,,6,,,11,,,18,,,17,,,15,,,7,,,7
-,7,,-,2,,-,4,,-,4,,-,5,,-,7,,-,1,,-,3,,-,1,,-,6
,4,,,15,,,6,,,2,,,6,,,11,,,16,,,12,,,6,,,1

,15,,,15,,,11,,,17,,,14,,,10,,,11,,,7,,,10,,,17
-,2,,-,5,,-,5,,-,9,,-,9,,-,3,,-,7,,-,3,,-,1,,-,9
,13,,,10,,,6,,,8,,,5,,,7,,,4,,,4,,,9,,,8

,7,,,12,,,18,,,13,,,17,,,17,,,6,,,11,,,8,,,17
-,5,,-,8,,-,8,,-,4,,-,4,,-,5,,-,1,,-,9,,-,7,,-,1
,2,,,4,,,10,,,9,,,13,,,12,,,5,,,2,,,1,,,16

,8,,,11,,,11,,,13,,,11,,,18,,,9,,,10,,,8,,,11
-,2,,-,1,,-,9,,-,1,,-,8,,-,6,,-,8,,-,6,,-,4,,-,1
,6,,,10,,,2,,,12,,,3,,,12,,,1,,,4,,,4,,,10

,7,,,15,,,16,,,12,,,14,,,14,,,9,,,10,,,12,,,11
-,3,,-,7,,-,8,,-,1,,-,3,,-,4,,-,6,,-,9,,-,1,,-,2
,4,,,8,,,8,,,11,,,11,,,10,,,3,,,1,,,11,,,9

,16,,,13,,,18,,,6,,,16,,,15,,,16,,,6,,,7,,,12
-,1,,-,3,,-,8,,-,1,,-,2,,-,8,,-,3,,-,4,,-,3,,-,8
,15,,,10,,,10,,,5,,,14,,,7,,,13,,,2,,,4,,,4

,17,,,9,,,9,,,8,,,12,,,12,,,9,,,11,,,11,,,18
-,2,,-,3,,-,3,,-,1,,-,7,,-,1,,-,1,,-,7,,-,6,,-,6
,15,,,6,,,6,,,7,,,5,,,11,,,8,,,4,,,5,,,12

