,13,,,5,,,5,,,12,,,7
-,4,,-,4,,-,4,,-,4,,-,4
,9,,,1,,,1,,,8,,,3

,13,,,11,,,7,,,6,,,8
-,4,,-,4,,-,4,,-,4,,-,4
,9,,,7,,,3,,,2,,,4

,7,,,9,,,13,,,11,,,12
-,4,,-,4,,-,4,,-,4,,-,4
,3,,,5,,,9,,,7,,,8

,12,,,6,,,13,,,7,,,9
-,4,,-,4,,-,4,,-,4,,-,4
,8,,,2,,,9,,,3,,,5

,6,,,9,,,7,,,11,,,5
-,4,,-,4,,-,4,,-,4,,-,4
,2,,,5,,,3,,,7,,,1

,11,,,8,,,10,,,12,,,9,,,7,,,9,,,10,,,10,,,13
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,7,,,4,,,6,,,8,,,5,,,3,,,5,,,6,,,6,,,9

,7,,,7,,,11,,,12,,,10,,,8,,,9,,,10,,,10,,,10
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,3,,,3,,,7,,,8,,,6,,,4,,,5,,,6,,,6,,,6

,10,,,6,,,7,,,7,,,10,,,9,,,5,,,8,,,6,,,5
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,6,,,2,,,3,,,3,,,6,,,5,,,1,,,4,,,2,,,1

,10,,,5,,,5,,,11,,,12,,,7,,,8,,,7,,,6,,,7
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,6,,,1,,,1,,,7,,,8,,,3,,,4,,,3,,,2,,,3

,11,,,5,,,6,,,10,,,13,,,9,,,12,,,8,,,12,,,13
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,7,,,1,,,2,,,6,,,9,,,5,,,8,,,4,,,8,,,9

,10,,,12,,,9,,,13,,,5,,,8,,,8,,,13,,,5,,,9
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,6,,,8,,,5,,,9,,,1,,,4,,,4,,,9,,,1,,,5

,12,,,6,,,12,,,11,,,12,,,8,,,13,,,6,,,5,,,5
-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4,,-,4
,8,,,2,,,8,,,7,,,8,,,4,,,9,,,2,,,1,,,1

