,7,,,3,,,10,,,7,,,8
-,3,,-,1,,-,1,,-,3,,-,1
,4,,,2,,,9,,,4,,,7

,12,,,9,,,9,,,9,,,8
-,2,,-,3,,-,2,,-,2,,-,1
,10,,,6,,,7,,,7,,,7

,7,,,3,,,12,,,11,,,2
-,3,,-,2,,-,2,,-,3,,-,1
,4,,,1,,,10,,,8,,,1

,4,,,10,,,9,,,2,,,9
-,2,,-,2,,-,1,,-,1,,-,2
,2,,,8,,,8,,,1,,,7

,5,,,5,,,4,,,11,,,3
-,3,,-,3,,-,1,,-,1,,-,1
,2,,,2,,,3,,,10,,,2

,8,,,8,,,9,,,8,,,3,,,5,,,5,,,6,,,4,,,11
-,3,,-,2,,-,3,,-,2,,-,1,,-,2,,-,3,,-,3,,-,1,,-,1
,5,,,6,,,6,,,6,,,2,,,3,,,2,,,3,,,3,,,10

,10,,,9,,,11,,,9,,,12,,,11,,,12,,,5,,,6,,,7
-,3,,-,1,,-,1,,-,2,,-,3,,-,2,,-,2,,-,2,,-,3,,-,1
,7,,,8,,,10,,,7,,,9,,,9,,,10,,,3,,,3,,,6

,5,,,11,,,5,,,5,,,4,,,6,,,5,,,6,,,11,,,9
-,2,,-,2,,-,3,,-,1,,-,2,,-,1,,-,2,,-,1,,-,3,,-,2
,3,,,9,,,2,,,4,,,2,,,5,,,3,,,5,,,8,,,7

,5,,,7,,,9,,,11,,,8,,,4,,,8,,,12,,,12,,,9
-,3,,-,3,,-,3,,-,3,,-,2,,-,1,,-,2,,-,1,,-,2,,-,2
,2,,,4,,,6,,,8,,,6,,,3,,,6,,,11,,,10,,,7

,11,,,9,,,12,,,7,,,5,,,12,,,5,,,6,,,9,,,9
-,3,,-,3,,-,2,,-,2,,-,3,,-,3,,-,3,,-,2,,-,3,,-,2
,8,,,6,,,10,,,5,,,2,,,9,,,2,,,4,,,6,,,7

,6,,,10,,,11,,,10,,,5,,,5,,,8,,,5,,,3,,,4
-,1,,-,2,,-,1,,-,1,,-,3,,-,2,,-,1,,-,3,,-,2,,-,2
,5,,,8,,,10,,,9,,,2,,,3,,,7,,,2,,,1,,,2

,9,,,9,,,11,,,4,,,6,,,7,,,5,,,9,,,7,,,8
-,1,,-,3,,-,3,,-,1,,-,3,,-,2,,-,1,,-,3,,-,3,,-,3
,8,,,6,,,8,,,3,,,3,,,5,,,4,,,6,,,4,,,5

