,11,,,17,,,13,,,12,,,17
-,8,,-,8,,-,8,,-,8,,-,8
,3,,,9,,,5,,,4,,,9

,16,,,15,,,16,,,11,,,12
-,8,,-,8,,-,8,,-,8,,-,8
,8,,,7,,,8,,,3,,,4

,12,,,10,,,9,,,13,,,14
-,8,,-,8,,-,8,,-,8,,-,8
,4,,,2,,,1,,,5,,,6

,14,,,14,,,17,,,11,,,17
-,8,,-,8,,-,8,,-,8,,-,8
,6,,,6,,,9,,,3,,,9

,13,,,12,,,12,,,9,,,11
-,8,,-,8,,-,8,,-,8,,-,8
,5,,,4,,,4,,,1,,,3

,11,,,15,,,16,,,12,,,9,,,11,,,12,,,14,,,11,,,11
-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8
,3,,,7,,,8,,,4,,,1,,,3,,,4,,,6,,,3,,,3

,16,,,16,,,15,,,16,,,15,,,10,,,10,,,14,,,16,,,14
-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8
,8,,,8,,,7,,,8,,,7,,,2,,,2,,,6,,,8,,,6

,9,,,15,,,17,,,14,,,9,,,11,,,12,,,9,,,16,,,17
-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8
,1,,,7,,,9,,,6,,,1,,,3,,,4,,,1,,,8,,,9

,10,,,10,,,14,,,12,,,13,,,17,,,17,,,17,,,16,,,16
-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8
,2,,,2,,,6,,,4,,,5,,,9,,,9,,,9,,,8,,,8

,13,,,17,,,9,,,12,,,15,,,10,,,16,,,12,,,17,,,10
-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8
,5,,,9,,,1,,,4,,,7,,,2,,,8,,,4,,,9,,,2

,15,,,13,,,10,,,16,,,17,,,16,,,15,,,13,,,16,,,9
-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8
,7,,,5,,,2,,,8,,,9,,,8,,,7,,,5,,,8,,,1

,14,,,13,,,9,,,11,,,15,,,17,,,16,,,14,,,13,,,13
-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8,,-,8
,6,,,5,,,1,,,3,,,7,,,9,,,8,,,6,,,5,,,5

