,11,,,11,,,8,,,8,,,8
-,6,,-,6,,-,6,,-,6,,-,6
,5,,,5,,,2,,,2,,,2

,11,,,8,,,9,,,12,,,7
-,6,,-,6,,-,6,,-,6,,-,6
,5,,,2,,,3,,,6,,,1

,15,,,10,,,7,,,8,,,11
-,6,,-,6,,-,6,,-,6,,-,6
,9,,,4,,,1,,,2,,,5

,14,,,8,,,7,,,12,,,8
-,6,,-,6,,-,6,,-,6,,-,6
,8,,,2,,,1,,,6,,,2

,8,,,14,,,7,,,9,,,11
-,6,,-,6,,-,6,,-,6,,-,6
,2,,,8,,,1,,,3,,,5

,10,,,7,,,10,,,15,,,10,,,12,,,15,,,14,,,11,,,9
-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6
,4,,,1,,,4,,,9,,,4,,,6,,,9,,,8,,,5,,,3

,11,,,10,,,15,,,15,,,7,,,9,,,10,,,9,,,11,,,14
-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6
,5,,,4,,,9,,,9,,,1,,,3,,,4,,,3,,,5,,,8

,14,,,9,,,14,,,11,,,13,,,11,,,12,,,13,,,7,,,11
-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6
,8,,,3,,,8,,,5,,,7,,,5,,,6,,,7,,,1,,,5

,13,,,7,,,12,,,15,,,8,,,14,,,14,,,11,,,10,,,10
-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6
,7,,,1,,,6,,,9,,,2,,,8,,,8,,,5,,,4,,,4

,12,,,7,,,10,,,13,,,11,,,12,,,12,,,9,,,9,,,11
-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6
,6,,,1,,,4,,,7,,,5,,,6,,,6,,,3,,,3,,,5

,14,,,15,,,14,,,12,,,10,,,12,,,8,,,12,,,8,,,10
-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6
,8,,,9,,,8,,,6,,,4,,,6,,,2,,,6,,,2,,,4

,11,,,8,,,12,,,9,,,8,,,11,,,10,,,8,,,11,,,7
-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6,,-,6
,5,,,2,,,6,,,3,,,2,,,5,,,4,,,2,,,5,,,1

