,12,,,6,,,11,,,7,,,9
-,5,,-,5,,-,5,,-,5,,-,5
,7,,,1,,,6,,,2,,,4

,6,,,10,,,8,,,9,,,12
-,5,,-,5,,-,5,,-,5,,-,5
,1,,,5,,,3,,,4,,,7

,14,,,6,,,6,,,13,,,14
-,5,,-,5,,-,5,,-,5,,-,5
,9,,,1,,,1,,,8,,,9

,7,,,11,,,6,,,11,,,13
-,5,,-,5,,-,5,,-,5,,-,5
,2,,,6,,,1,,,6,,,8

,7,,,7,,,9,,,14,,,12
-,5,,-,5,,-,5,,-,5,,-,5
,2,,,2,,,4,,,9,,,7

,9,,,6,,,14,,,6,,,12,,,6,,,7,,,8,,,14,,,13
-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5
,4,,,1,,,9,,,1,,,7,,,1,,,2,,,3,,,9,,,8

,9,,,8,,,9,,,7,,,11,,,10,,,12,,,11,,,8,,,8
-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5
,4,,,3,,,4,,,2,,,6,,,5,,,7,,,6,,,3,,,3

,11,,,11,,,11,,,14,,,7,,,12,,,9,,,10,,,11,,,6
-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5
,6,,,6,,,6,,,9,,,2,,,7,,,4,,,5,,,6,,,1

,14,,,6,,,9,,,8,,,9,,,7,,,14,,,9,,,12,,,9
-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5
,9,,,1,,,4,,,3,,,4,,,2,,,9,,,4,,,7,,,4

,12,,,12,,,8,,,8,,,14,,,8,,,10,,,12,,,11,,,8
-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5
,7,,,7,,,3,,,3,,,9,,,3,,,5,,,7,,,6,,,3

,13,,,7,,,11,,,12,,,14,,,9,,,13,,,9,,,14,,,12
-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5
,8,,,2,,,6,,,7,,,9,,,4,,,8,,,4,,,9,,,7

,7,,,7,,,9,,,7,,,13,,,14,,,12,,,10,,,7,,,6
-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5,,-,5
,2,,,2,,,4,,,2,,,8,,,9,,,7,,,5,,,2,,,1

