,4,,,3,,,6,,,8,,,4
%,1,,%,1,,%,1,,%,1,,%,1
,4,,,3,,,6,,,8,,,4

,1,,,3,,,1,,,3,,,2
%,1,,%,1,,%,1,,%,1,,%,1
,1,,,3,,,1,,,3,,,2

,2,,,2,,,6,,,1,,,9
%,1,,%,1,,%,1,,%,1,,%,1
,2,,,2,,,6,,,1,,,9

,9,,,5,,,1,,,7,,,7
%,1,,%,1,,%,1,,%,1,,%,1
,9,,,5,,,1,,,7,,,7

,3,,,10,,,1,,,10,,,6
%,1,,%,1,,%,1,,%,1,,%,1
,3,,,10,,,1,,,10,,,6

,3,,,8,,,8,,,10,,,8,,,2,,,7,,,10,,,6,,,6
%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1
,3,,,8,,,8,,,10,,,8,,,2,,,7,,,10,,,6,,,6

,4,,,10,,,8,,,7,,,9,,,9,,,1,,,8,,,5,,,2
%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1
,4,,,10,,,8,,,7,,,9,,,9,,,1,,,8,,,5,,,2

,2,,,7,,,1,,,3,,,1,,,3,,,9,,,2,,,6,,,9
%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1
,2,,,7,,,1,,,3,,,1,,,3,,,9,,,2,,,6,,,9

,2,,,3,,,6,,,8,,,8,,,8,,,3,,,4,,,4,,,9
%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1
,2,,,3,,,6,,,8,,,8,,,8,,,3,,,4,,,4,,,9

,8,,,1,,,2,,,6,,,7,,,3,,,1,,,5,,,7,,,10
%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1
,8,,,1,,,2,,,6,,,7,,,3,,,1,,,5,,,7,,,10

,5,,,6,,,6,,,4,,,7,,,7,,,2,,,1,,,6,,,1
%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1
,5,,,6,,,6,,,4,,,7,,,7,,,2,,,1,,,6,,,1

,6,,,1,,,8,,,1,,,1,,,7,,,4,,,4,,,2,,,5
%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1,,%,1
,6,,,1,,,8,,,1,,,1,,,7,,,4,,,4,,,2,,,5

