,8,,,4,,,5,,,9,,,7
9,72,,9,36,,9,45,,9,81,,9,63

,3,,,4,,,1,,,8,,,8
9,27,,9,36,,9,9,,9,72,,9,72

,8,,,2,,,9,,,1,,,8
9,72,,9,18,,9,81,,9,9,,9,72

,3,,,3,,,9,,,5,,,8
9,27,,9,27,,9,81,,9,45,,9,72

,5,,,1,,,9,,,3,,,7
9,45,,9,9,,9,81,,9,27,,9,63

,7,,,3,,,9,,,7,,,6,,,8,,,2,,,9,,,9
9,63,,9,27,,9,81,,9,63,,9,54,,9,72,,9,18,,9,81,,9,81

,1,,,8,,,1,,,6,,,1,,,2,,,8,,,3,,,5
9,9,,9,72,,9,9,,9,54,,9,9,,9,18,,9,72,,9,27,,9,45

,4,,,8,,,6,,,1,,,1,,,5,,,2,,,4,,,4
9,36,,9,72,,9,54,,9,9,,9,9,,9,45,,9,18,,9,36,,9,36

,7,,,8,,,9,,,9,,,5,,,1,,,2,,,1,,,4
9,63,,9,72,,9,81,,9,81,,9,45,,9,9,,9,18,,9,9,,9,36

,5,,,5,,,9,,,2,,,1,,,7,,,7,,,1,,,1
9,45,,9,45,,9,81,,9,18,,9,9,,9,63,,9,63,,9,9,,9,9

,5,,,1,,,7,,,9,,,9,,,9,,,7,,,7,,,3
9,45,,9,9,,9,63,,9,81,,9,81,,9,81,,9,63,,9,63,,9,27

,9,,,7,,,2,,,7,,,3,,,3,,,4,,,7,,,9
9,81,,9,63,,9,18,,9,63,,9,27,,9,27,,9,36,,9,63,,9,81

,6,,,1,,,9,,,6,,,7,,,7,,,5,,,8,,,7
9,54,,9,9,,9,81,,9,54,,9,63,,9,63,,9,45,,9,72,,9,63

,5,,,8,,,6,,,6,,,6,,,6,,,5,,,7,,,1
9,45,,9,72,,9,54,,9,54,,9,54,,9,54,,9,45,,9,63,,9,9

,9,,,4,,,7,,,1,,,4,,,9,,,5,,,3,,,9
9,81,,9,36,,9,63,,9,9,,9,36,,9,81,,9,45,,9,27,,9,81

