,3,,,15,,,27,,,21,,,18
%,3,,%,3,,%,3,,%,3,,%,3
,1,,,5,,,9,,,7,,,6

,9,,,18,,,27,,,18,,,18
%,3,,%,3,,%,3,,%,3,,%,3
,3,,,6,,,9,,,6,,,6

,24,,,15,,,21,,,21,,,3
%,3,,%,3,,%,3,,%,3,,%,3
,8,,,5,,,7,,,7,,,1

,9,,,6,,,24,,,15,,,12
%,3,,%,3,,%,3,,%,3,,%,3
,3,,,2,,,8,,,5,,,4

,21,,,12,,,27,,,24,,,24
%,3,,%,3,,%,3,,%,3,,%,3
,7,,,4,,,9,,,8,,,8

,21,,,15,,,15,,,12,,,15,,,9,,,3,,,21,,,18,,,21
%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3
,7,,,5,,,5,,,4,,,5,,,3,,,1,,,7,,,6,,,7

,15,,,3,,,18,,,24,,,9,,,27,,,27,,,3,,,6,,,9
%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3
,5,,,1,,,6,,,8,,,3,,,9,,,9,,,1,,,2,,,3

,9,,,12,,,21,,,9,,,15,,,12,,,3,,,18,,,21,,,15
%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3
,3,,,4,,,7,,,3,,,5,,,4,,,1,,,6,,,7,,,5

,3,,,6,,,24,,,3,,,9,,,12,,,6,,,9,,,12,,,9
%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3
,1,,,2,,,8,,,1,,,3,,,4,,,2,,,3,,,4,,,3

,3,,,21,,,18,,,21,,,21,,,12,,,27,,,15,,,9,,,27
%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3
,1,,,7,,,6,,,7,,,7,,,4,,,9,,,5,,,3,,,9

,9,,,24,,,12,,,9,,,18,,,12,,,27,,,9,,,18,,,27
%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3
,3,,,8,,,4,,,3,,,6,,,4,,,9,,,3,,,6,,,9

,24,,,3,,,24,,,18,,,15,,,15,,,24,,,3,,,24,,,3
%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3
,8,,,1,,,8,,,6,,,5,,,5,,,8,,,1,,,8,,,1

,21,,,18,,,27,,,15,,,21,,,3,,,9,,,21,,,18,,,21
%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3
,7,,,6,,,9,,,5,,,7,,,1,,,3,,,7,,,6,,,7

,9,,,18,,,6,,,9,,,15,,,27,,,3,,,21,,,18,,,18
%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3
,3,,,6,,,2,,,3,,,5,,,9,,,1,,,7,,,6,,,6

,12,,,9,,,24,,,6,,,3,,,18,,,3,,,24,,,15,,,12
%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3,,%,3
,4,,,3,,,8,,,2,,,1,,,6,,,1,,,8,,,5,,,4

