,3,,,6,,,10,,,10,,,8
-,2,,-,2,,-,2,,-,2,,-,2
,1,,,4,,,8,,,8,,,6

,10,,,8,,,10,,,8,,,4
-,2,,-,2,,-,2,,-,2,,-,2
,8,,,6,,,8,,,6,,,2

,7,,,8,,,7,,,4,,,3
-,2,,-,2,,-,2,,-,2,,-,2
,5,,,6,,,5,,,2,,,1

,10,,,6,,,8,,,6,,,5
-,2,,-,2,,-,2,,-,2,,-,2
,8,,,4,,,6,,,4,,,3

,7,,,6,,,9,,,6,,,7
-,2,,-,2,,-,2,,-,2,,-,2
,5,,,4,,,7,,,4,,,5

,10,,,4,,,6,,,7,,,3,,,6,,,9,,,9,,,8,,,7
-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2
,8,,,2,,,4,,,5,,,1,,,4,,,7,,,7,,,6,,,5

,9,,,10,,,5,,,5,,,8,,,3,,,10,,,7,,,3,,,5
-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2
,7,,,8,,,3,,,3,,,6,,,1,,,8,,,5,,,1,,,3

,5,,,4,,,9,,,9,,,4,,,5,,,4,,,9,,,3,,,5
-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2
,3,,,2,,,7,,,7,,,2,,,3,,,2,,,7,,,1,,,3

,3,,,6,,,4,,,6,,,9,,,3,,,10,,,9,,,10,,,8
-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2
,1,,,4,,,2,,,4,,,7,,,1,,,8,,,7,,,8,,,6

,8,,,10,,,8,,,7,,,3,,,7,,,3,,,8,,,9,,,4
-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2
,6,,,8,,,6,,,5,,,1,,,5,,,1,,,6,,,7,,,2

,6,,,4,,,4,,,6,,,5,,,6,,,7,,,4,,,5,,,7
-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2
,4,,,2,,,2,,,4,,,3,,,4,,,5,,,2,,,3,,,5

,8,,,3,,,10,,,6,,,10,,,5,,,7,,,5,,,8,,,10
-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2,,-,2
,6,,,1,,,8,,,4,,,8,,,3,,,5,,,3,,,6,,,8

