,1,,,6,,,5,,,6,,,9
8,8,,8,48,,8,40,,8,48,,8,72

,3,,,3,,,5,,,8,,,6
8,24,,8,24,,8,40,,8,64,,8,48

,9,,,1,,,6,,,1,,,6
8,72,,8,8,,8,48,,8,8,,8,48

,8,,,8,,,7,,,9,,,5
8,64,,8,64,,8,56,,8,72,,8,40

,1,,,1,,,3,,,8,,,9
8,8,,8,8,,8,24,,8,64,,8,72

,8,,,6,,,3,,,9,,,2,,,6,,,7,,,6,,,6
8,64,,8,48,,8,24,,8,72,,8,16,,8,48,,8,56,,8,48,,8,48

,4,,,8,,,5,,,2,,,3,,,8,,,1,,,5,,,8
8,32,,8,64,,8,40,,8,16,,8,24,,8,64,,8,8,,8,40,,8,64

,4,,,3,,,6,,,3,,,6,,,1,,,3,,,4,,,5
8,32,,8,24,,8,48,,8,24,,8,48,,8,8,,8,24,,8,32,,8,40

,5,,,6,,,4,,,8,,,3,,,8,,,4,,,8,,,4
8,40,,8,48,,8,32,,8,64,,8,24,,8,64,,8,32,,8,64,,8,32

,6,,,1,,,6,,,7,,,8,,,7,,,9,,,3,,,3
8,48,,8,8,,8,48,,8,56,,8,64,,8,56,,8,72,,8,24,,8,24

,1,,,1,,,2,,,8,,,4,,,9,,,3,,,6,,,1
8,8,,8,8,,8,16,,8,64,,8,32,,8,72,,8,24,,8,48,,8,8

,5,,,3,,,5,,,7,,,1,,,2,,,8,,,1,,,4
8,40,,8,24,,8,40,,8,56,,8,8,,8,16,,8,64,,8,8,,8,32

,7,,,8,,,5,,,5,,,6,,,8,,,4,,,8,,,9
8,56,,8,64,,8,40,,8,40,,8,48,,8,64,,8,32,,8,64,,8,72

,2,,,6,,,5,,,8,,,9,,,4,,,2,,,1,,,3
8,16,,8,48,,8,40,,8,64,,8,72,,8,32,,8,16,,8,8,,8,24

,8,,,3,,,4,,,9,,,6,,,7,,,1,,,1,,,5
8,64,,8,24,,8,32,,8,72,,8,48,,8,56,,8,8,,8,8,,8,40

