,1,,,2,,,9,,,7,,,7
+,8,,+,8,,+,8,,+,8,,+,8
,9,,,10,,,17,,,15,,,15

,5,,,1,,,3,,,4,,,3
+,8,,+,8,,+,8,,+,8,,+,8
,13,,,9,,,11,,,12,,,11

,4,,,2,,,9,,,8,,,2
+,8,,+,8,,+,8,,+,8,,+,8
,12,,,10,,,17,,,16,,,10

,10,,,7,,,1,,,6,,,2
+,8,,+,8,,+,8,,+,8,,+,8
,18,,,15,,,9,,,14,,,10

,1,,,1,,,7,,,10,,,2
+,8,,+,8,,+,8,,+,8,,+,8
,9,,,9,,,15,,,18,,,10

,10,,,3,,,5,,,4,,,4,,,10,,,8,,,3,,,3,,,2
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8
,18,,,11,,,13,,,12,,,12,,,18,,,16,,,11,,,11,,,10

,2,,,2,,,2,,,4,,,7,,,9,,,1,,,6,,,6,,,10
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8
,10,,,10,,,10,,,12,,,15,,,17,,,9,,,14,,,14,,,18

,3,,,2,,,6,,,1,,,4,,,9,,,8,,,8,,,4,,,4
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8
,11,,,10,,,14,,,9,,,12,,,17,,,16,,,16,,,12,,,12

,6,,,10,,,1,,,8,,,4,,,8,,,6,,,4,,,1,,,9
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8
,14,,,18,,,9,,,16,,,12,,,16,,,14,,,12,,,9,,,17

,9,,,5,,,7,,,5,,,1,,,1,,,7,,,5,,,6,,,3
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8
,17,,,13,,,15,,,13,,,9,,,9,,,15,,,13,,,14,,,11

,7,,,4,,,5,,,6,,,7,,,2,,,6,,,10,,,6,,,5
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8
,15,,,12,,,13,,,14,,,15,,,10,,,14,,,18,,,14,,,13

,9,,,5,,,5,,,5,,,5,,,3,,,1,,,10,,,4,,,4
+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8,,+,8
,17,,,13,,,13,,,13,,,13,,,11,,,9,,,18,,,12,,,12

