,5,,,9,,,10,,,6,,,5
+,9,,+,9,,+,9,,+,9,,+,9
,14,,,18,,,19,,,15,,,14

,8,,,8,,,6,,,1,,,4
+,9,,+,9,,+,9,,+,9,,+,9
,17,,,17,,,15,,,10,,,13

,7,,,2,,,2,,,1,,,2
+,9,,+,9,,+,9,,+,9,,+,9
,16,,,11,,,11,,,10,,,11

,6,,,9,,,10,,,4,,,8
+,9,,+,9,,+,9,,+,9,,+,9
,15,,,18,,,19,,,13,,,17

,3,,,4,,,4,,,6,,,3
+,9,,+,9,,+,9,,+,9,,+,9
,12,,,13,,,13,,,15,,,12

,6,,,9,,,4,,,4,,,8,,,4,,,1,,,6,,,8,,,3
+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9
,15,,,18,,,13,,,13,,,17,,,13,,,10,,,15,,,17,,,12

,5,,,5,,,9,,,7,,,1,,,6,,,1,,,1,,,7,,,1
+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9
,14,,,14,,,18,,,16,,,10,,,15,,,10,,,10,,,16,,,10

,6,,,1,,,6,,,1,,,1,,,7,,,6,,,1,,,9,,,9
+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9
,15,,,10,,,15,,,10,,,10,,,16,,,15,,,10,,,18,,,18

,10,,,10,,,4,,,3,,,5,,,5,,,6,,,8,,,6,,,10
+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9
,19,,,19,,,13,,,12,,,14,,,14,,,15,,,17,,,15,,,19

,9,,,4,,,9,,,5,,,6,,,3,,,1,,,7,,,3,,,9
+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9
,18,,,13,,,18,,,14,,,15,,,12,,,10,,,16,,,12,,,18

,8,,,7,,,9,,,10,,,3,,,5,,,10,,,10,,,5,,,3
+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9
,17,,,16,,,18,,,19,,,12,,,14,,,19,,,19,,,14,,,12

,5,,,8,,,6,,,9,,,5,,,10,,,6,,,4,,,8,,,10
+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9,,+,9
,14,,,17,,,15,,,18,,,14,,,19,,,15,,,13,,,17,,,19

