,9,,,2,,,9,,,5,,,6
x,1,,x,1,,x,1,,x,1,,x,1
,9,,,2,,,9,,,5,,,6

,5,,,7,,,3,,,9,,,2
x,1,,x,1,,x,1,,x,1,,x,1
,5,,,7,,,3,,,9,,,2

,4,,,8,,,6,,,7,,,8
x,1,,x,1,,x,1,,x,1,,x,1
,4,,,8,,,6,,,7,,,8

,2,,,6,,,2,,,4,,,1
x,1,,x,1,,x,1,,x,1,,x,1
,2,,,6,,,2,,,4,,,1

,8,,,6,,,6,,,1,,,1
x,1,,x,1,,x,1,,x,1,,x,1
,8,,,6,,,6,,,1,,,1

,10,,,1,,,9,,,9,,,3,,,7,,,9,,,8,,,9,,,5
x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1
,10,,,1,,,9,,,9,,,3,,,7,,,9,,,8,,,9,,,5

,7,,,8,,,1,,,9,,,4,,,5,,,10,,,7,,,8,,,4
x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1
,7,,,8,,,1,,,9,,,4,,,5,,,10,,,7,,,8,,,4

,1,,,5,,,3,,,10,,,3,,,1,,,10,,,3,,,3,,,6
x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1
,1,,,5,,,3,,,10,,,3,,,1,,,10,,,3,,,3,,,6

,1,,,10,,,4,,,4,,,5,,,10,,,8,,,2,,,10,,,3
x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1
,1,,,10,,,4,,,4,,,5,,,10,,,8,,,2,,,10,,,3

,1,,,10,,,5,,,9,,,10,,,4,,,5,,,10,,,2,,,9
x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1
,1,,,10,,,5,,,9,,,10,,,4,,,5,,,10,,,2,,,9

,9,,,2,,,6,,,9,,,8,,,8,,,10,,,5,,,4,,,9
x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1
,9,,,2,,,6,,,9,,,8,,,8,,,10,,,5,,,4,,,9

,9,,,7,,,10,,,6,,,4,,,3,,,6,,,5,,,9,,,3
x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1,,x,1
,9,,,7,,,10,,,6,,,4,,,3,,,6,,,5,,,9,,,3

