,1,,,8,,,5,,,6,,,9
4,4,,4,32,,4,20,,4,24,,4,36

,9,,,9,,,3,,,1,,,9
4,36,,4,36,,4,12,,4,4,,4,36

,6,,,4,,,4,,,8,,,3
4,24,,4,16,,4,16,,4,32,,4,12

,2,,,3,,,4,,,7,,,9
4,8,,4,12,,4,16,,4,28,,4,36

,6,,,5,,,2,,,5,,,3
4,24,,4,20,,4,8,,4,20,,4,12

,4,,,4,,,4,,,3,,,5,,,3,,,5,,,5,,,6
4,16,,4,16,,4,16,,4,12,,4,20,,4,12,,4,20,,4,20,,4,24

,7,,,1,,,6,,,3,,,1,,,6,,,4,,,4,,,6
4,28,,4,4,,4,24,,4,12,,4,4,,4,24,,4,16,,4,16,,4,24

,2,,,5,,,5,,,7,,,1,,,4,,,8,,,9,,,7
4,8,,4,20,,4,20,,4,28,,4,4,,4,16,,4,32,,4,36,,4,28

,2,,,3,,,9,,,9,,,8,,,3,,,3,,,9,,,2
4,8,,4,12,,4,36,,4,36,,4,32,,4,12,,4,12,,4,36,,4,8

,8,,,7,,,1,,,8,,,5,,,3,,,6,,,6,,,8
4,32,,4,28,,4,4,,4,32,,4,20,,4,12,,4,24,,4,24,,4,32

,5,,,6,,,1,,,4,,,3,,,2,,,3,,,3,,,6
4,20,,4,24,,4,4,,4,16,,4,12,,4,8,,4,12,,4,12,,4,24

,8,,,7,,,6,,,8,,,3,,,6,,,7,,,3,,,5
4,32,,4,28,,4,24,,4,32,,4,12,,4,24,,4,28,,4,12,,4,20

,7,,,6,,,3,,,2,,,9,,,5,,,4,,,6,,,8
4,28,,4,24,,4,12,,4,8,,4,36,,4,20,,4,16,,4,24,,4,32

,2,,,4,,,6,,,7,,,2,,,2,,,7,,,2,,,7
4,8,,4,16,,4,24,,4,28,,4,8,,4,8,,4,28,,4,8,,4,28

,9,,,9,,,3,,,8,,,2,,,6,,,4,,,5,,,7
4,36,,4,36,,4,12,,4,32,,4,8,,4,24,,4,16,,4,20,,4,28

