,35,,,40,,,30,,,25,,,15
%,5,,%,5,,%,5,,%,5,,%,5
,7,,,8,,,6,,,5,,,3

,30,,,40,,,25,,,20,,,45
%,5,,%,5,,%,5,,%,5,,%,5
,6,,,8,,,5,,,4,,,9

,45,,,10,,,35,,,35,,,40
%,5,,%,5,,%,5,,%,5,,%,5
,9,,,2,,,7,,,7,,,8

,35,,,40,,,45,,,20,,,20
%,5,,%,5,,%,5,,%,5,,%,5
,7,,,8,,,9,,,4,,,4

,10,,,45,,,10,,,40,,,40
%,5,,%,5,,%,5,,%,5,,%,5
,2,,,9,,,2,,,8,,,8

,45,,,35,,,15,,,20,,,5,,,5,,,35,,,10,,,15,,,40
%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5
,9,,,7,,,3,,,4,,,1,,,1,,,7,,,2,,,3,,,8

,5,,,20,,,25,,,35,,,35,,,10,,,30,,,5,,,20,,,15
%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5
,1,,,4,,,5,,,7,,,7,,,2,,,6,,,1,,,4,,,3

,40,,,5,,,40,,,20,,,20,,,15,,,40,,,25,,,35,,,35
%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5
,8,,,1,,,8,,,4,,,4,,,3,,,8,,,5,,,7,,,7

,15,,,5,,,40,,,35,,,10,,,20,,,45,,,5,,,35,,,35
%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5
,3,,,1,,,8,,,7,,,2,,,4,,,9,,,1,,,7,,,7

,30,,,5,,,5,,,30,,,40,,,40,,,15,,,45,,,25,,,45
%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5
,6,,,1,,,1,,,6,,,8,,,8,,,3,,,9,,,5,,,9

,25,,,45,,,40,,,15,,,15,,,45,,,10,,,5,,,45,,,30
%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5
,5,,,9,,,8,,,3,,,3,,,9,,,2,,,1,,,9,,,6

,5,,,15,,,45,,,45,,,40,,,10,,,20,,,20,,,45,,,35
%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5
,1,,,3,,,9,,,9,,,8,,,2,,,4,,,4,,,9,,,7

,35,,,35,,,35,,,25,,,25,,,35,,,45,,,35,,,25,,,45
%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5
,7,,,7,,,7,,,5,,,5,,,7,,,9,,,7,,,5,,,9

,30,,,40,,,30,,,20,,,45,,,15,,,15,,,25,,,5,,,30
%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5
,6,,,8,,,6,,,4,,,9,,,3,,,3,,,5,,,1,,,6

,25,,,40,,,25,,,40,,,5,,,25,,,30,,,40,,,15,,,5
%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5,,%,5
,5,,,8,,,5,,,8,,,1,,,5,,,6,,,8,,,3,,,1

