,8,,,5,,,5,,,2,,,7
6,48,,6,30,,6,30,,6,12,,6,42

,3,,,5,,,9,,,4,,,4
6,18,,6,30,,6,54,,6,24,,6,24

,9,,,1,,,9,,,7,,,5
6,54,,6,6,,6,54,,6,42,,6,30

,8,,,4,,,5,,,8,,,2
6,48,,6,24,,6,30,,6,48,,6,12

,7,,,8,,,6,,,6,,,8
6,42,,6,48,,6,36,,6,36,,6,48

,6,,,4,,,5,,,1,,,5,,,8,,,9,,,7,,,3
6,36,,6,24,,6,30,,6,6,,6,30,,6,48,,6,54,,6,42,,6,18

,4,,,8,,,7,,,4,,,7,,,8,,,8,,,8,,,1
6,24,,6,48,,6,42,,6,24,,6,42,,6,48,,6,48,,6,48,,6,6

,9,,,5,,,1,,,1,,,4,,,5,,,8,,,8,,,8
6,54,,6,30,,6,6,,6,6,,6,24,,6,30,,6,48,,6,48,,6,48

,2,,,2,,,1,,,6,,,2,,,9,,,8,,,4,,,3
6,12,,6,12,,6,6,,6,36,,6,12,,6,54,,6,48,,6,24,,6,18

,1,,,1,,,1,,,7,,,1,,,8,,,4,,,4,,,6
6,6,,6,6,,6,6,,6,42,,6,6,,6,48,,6,24,,6,24,,6,36

,6,,,1,,,1,,,4,,,2,,,2,,,8,,,8,,,5
6,36,,6,6,,6,6,,6,24,,6,12,,6,12,,6,48,,6,48,,6,30

,2,,,6,,,9,,,6,,,6,,,7,,,1,,,6,,,1
6,12,,6,36,,6,54,,6,36,,6,36,,6,42,,6,6,,6,36,,6,6

,5,,,9,,,2,,,4,,,1,,,2,,,3,,,6,,,2
6,30,,6,54,,6,12,,6,24,,6,6,,6,12,,6,18,,6,36,,6,12

,9,,,3,,,5,,,8,,,4,,,5,,,6,,,1,,,4
6,54,,6,18,,6,30,,6,48,,6,24,,6,30,,6,36,,6,6,,6,24

,9,,,2,,,3,,,4,,,9,,,7,,,9,,,5,,,2
6,54,,6,12,,6,18,,6,24,,6,54,,6,42,,6,54,,6,30,,6,12

