,10,,,5,,,5,,,3,,,11
7,70,,8,40,,8,40,,7,21,,7,77

,10,,,9,,,9,,,10,,,10
7,70,,9,81,,9,81,,7,70,,7,70

,4,,,3,,,1,,,10,,,9
7,28,,7,21,,8,8,,7,70,,7,63

,3,,,6,,,1,,,4,,,4
7,21,,8,48,,8,8,,7,28,,7,28

,4,,,8,,,3,,,7,,,10
9,36,,9,72,,8,24,,7,49,,7,70

,3,,,6,,,7,,,3,,,5,,,3,,,9,,,4,,,1
9,27,,7,42,,7,49,,8,24,,9,45,,9,27,,7,63,,8,32,,8,8

,8,,,7,,,11,,,4,,,8,,,9,,,6,,,1,,,8
8,64,,7,49,,7,77,,9,36,,7,56,,9,81,,8,48,,8,8,,8,64

,3,,,3,,,1,,,7,,,3,,,9,,,2,,,4,,,9
7,21,,9,27,,9,9,,7,49,,8,24,,9,81,,8,16,,7,28,,8,72

,9,,,5,,,1,,,4,,,5,,,9,,,4,,,6,,,6
7,63,,8,40,,8,8,,8,32,,9,45,,7,63,,9,36,,9,54,,9,54

,9,,,9,,,8,,,2,,,1,,,8,,,3,,,7,,,5
9,81,,8,72,,8,64,,7,14,,9,9,,9,72,,7,21,,7,49,,9,45

,2,,,3,,,3,,,10,,,4,,,8,,,2,,,9,,,2
8,16,,8,24,,9,27,,8,80,,8,32,,9,72,,7,14,,7,63,,7,14

,7,,,2,,,8,,,5,,,10,,,6,,,2,,,2,,,2
9,63,,7,14,,9,72,,7,35,,8,80,,8,48,,9,18,,8,16,,9,18

,1,,,2,,,3,,,4,,,6,,,2,,,4,,,4,,,2
8,8,,7,14,,8,24,,7,28,,8,48,,9,18,,8,32,,8,32,,7,14

,7,,,7,,,3,,,9,,,3,,,8,,,6,,,1,,,1
8,56,,7,49,,8,24,,8,72,,9,27,,9,72,,8,48,,8,8,,7,7

,8,,,10,,,8,,,1,,,3,,,10,,,1,,,9,,,1
7,56,,8,80,,9,72,,7,7,,9,27,,7,70,,9,9,,8,72,,8,8

