,1,,,5,,,9,,,7,,,6
3,3,,3,15,,3,27,,3,21,,3,18

,3,,,6,,,9,,,6,,,6
3,9,,3,18,,3,27,,3,18,,3,18

,8,,,5,,,7,,,7,,,1
3,24,,3,15,,3,21,,3,21,,3,3

,3,,,2,,,8,,,5,,,4
3,9,,3,6,,3,24,,3,15,,3,12

,7,,,4,,,9,,,8,,,8
3,21,,3,12,,3,27,,3,24,,3,24

,7,,,5,,,5,,,4,,,5,,,3,,,1,,,7,,,6
3,21,,3,15,,3,15,,3,12,,3,15,,3,9,,3,3,,3,21,,3,18

,5,,,1,,,6,,,8,,,3,,,9,,,9,,,1,,,2
3,15,,3,3,,3,18,,3,24,,3,9,,3,27,,3,27,,3,3,,3,6

,3,,,4,,,7,,,3,,,5,,,4,,,1,,,6,,,7
3,9,,3,12,,3,21,,3,9,,3,15,,3,12,,3,3,,3,18,,3,21

,1,,,2,,,8,,,1,,,3,,,4,,,2,,,3,,,4
3,3,,3,6,,3,24,,3,3,,3,9,,3,12,,3,6,,3,9,,3,12

,1,,,7,,,6,,,7,,,7,,,4,,,9,,,5,,,3
3,3,,3,21,,3,18,,3,21,,3,21,,3,12,,3,27,,3,15,,3,9

,3,,,8,,,4,,,3,,,6,,,4,,,9,,,3,,,6
3,9,,3,24,,3,12,,3,9,,3,18,,3,12,,3,27,,3,9,,3,18

,8,,,1,,,8,,,6,,,5,,,5,,,8,,,1,,,8
3,24,,3,3,,3,24,,3,18,,3,15,,3,15,,3,24,,3,3,,3,24

,7,,,6,,,9,,,5,,,7,,,1,,,3,,,7,,,6
3,21,,3,18,,3,27,,3,15,,3,21,,3,3,,3,9,,3,21,,3,18

,3,,,6,,,2,,,3,,,5,,,9,,,1,,,7,,,6
3,9,,3,18,,3,6,,3,9,,3,15,,3,27,,3,3,,3,21,,3,18

,4,,,3,,,8,,,2,,,1,,,6,,,1,,,8,,,5
3,12,,3,9,,3,24,,3,6,,3,3,,3,18,,3,3,,3,24,,3,15

