,7,,,8,,,6,,,5,,,3
5,35,,5,40,,5,30,,5,25,,5,15

,6,,,8,,,5,,,4,,,9
5,30,,5,40,,5,25,,5,20,,5,45

,9,,,2,,,7,,,7,,,8
5,45,,5,10,,5,35,,5,35,,5,40

,7,,,8,,,9,,,4,,,4
5,35,,5,40,,5,45,,5,20,,5,20

,2,,,9,,,2,,,8,,,8
5,10,,5,45,,5,10,,5,40,,5,40

,9,,,7,,,3,,,4,,,1,,,1,,,7,,,2,,,3
5,45,,5,35,,5,15,,5,20,,5,5,,5,5,,5,35,,5,10,,5,15

,1,,,4,,,5,,,7,,,7,,,2,,,6,,,1,,,4
5,5,,5,20,,5,25,,5,35,,5,35,,5,10,,5,30,,5,5,,5,20

,8,,,1,,,8,,,4,,,4,,,3,,,8,,,5,,,7
5,40,,5,5,,5,40,,5,20,,5,20,,5,15,,5,40,,5,25,,5,35

,3,,,1,,,8,,,7,,,2,,,4,,,9,,,1,,,7
5,15,,5,5,,5,40,,5,35,,5,10,,5,20,,5,45,,5,5,,5,35

,6,,,1,,,1,,,6,,,8,,,8,,,3,,,9,,,5
5,30,,5,5,,5,5,,5,30,,5,40,,5,40,,5,15,,5,45,,5,25

,5,,,9,,,8,,,3,,,3,,,9,,,2,,,1,,,9
5,25,,5,45,,5,40,,5,15,,5,15,,5,45,,5,10,,5,5,,5,45

,1,,,3,,,9,,,9,,,8,,,2,,,4,,,4,,,9
5,5,,5,15,,5,45,,5,45,,5,40,,5,10,,5,20,,5,20,,5,45

,7,,,7,,,7,,,5,,,5,,,7,,,9,,,7,,,5
5,35,,5,35,,5,35,,5,25,,5,25,,5,35,,5,45,,5,35,,5,25

,6,,,8,,,6,,,4,,,9,,,3,,,3,,,5,,,1
5,30,,5,40,,5,30,,5,20,,5,45,,5,15,,5,15,,5,25,,5,5

,5,,,8,,,5,,,8,,,1,,,5,,,6,,,8,,,3
5,25,,5,40,,5,25,,5,40,,5,5,,5,25,,5,30,,5,40,,5,15

